provinces;area;municipalities;wards;stations;
Limpopo;LP77: Ga-Mashegoane;Makhuduthamaga;015;Pitsi Primary School;
Limpopo;LP77: Ga-Mashegoane;Makhuduthamaga;017;Manganeng Primary School;
Limpopo;LP77: Ga-Mashegoane;Makhuduthamaga;019;Freddy Mokgabudi Primary School;
Limpopo;LP77: Ga-Mashegoane;Makhuduthamaga;016;Madikanono Primary School;
Limpopo;LP77: Ga-Mashegoane;Makhuduthamaga;018;Baropodi Primary School;
Limpopo;LP77: Ga-Mashegoane;Makhuduthamaga;018;Jane Furse Rdp 2 (Tent);
Limpopo;LP77: Ga-Mashegoane;Makhuduthamaga;019;Madinoge Kgoloko;
Limpopo;LP77: Ga-Mashegoane;Makhuduthamaga;016;Dihlabaneng Primary School;
Limpopo;LP77: Ga-Mashegoane;Makhuduthamaga;022;Pebetse Primary School;
Limpopo;LP77: Ga-Mashegoane;Makhuduthamaga;015;Mailamapitsane Tribal Office;
Limpopo;LP77: Ga-Mashegoane;Makhuduthamaga;014;Legapane Primary School;
Limpopo;LP77: Ga-Mashegoane;Makhuduthamaga;015;Kgetedi Primary School;
Limpopo;LP77: Ga-Mashegoane;Makhuduthamaga;015;Dlamini Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;027;Masemola Tribal Hall;
Limpopo;LP78: Masemola;Makhuduthamaga;028;Thabampshe Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;030;Molwetji High School;
Limpopo;LP78: Masemola;Makhuduthamaga;029;Mmakgwabe Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;027;Mokalapa Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;027;Ekele Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;029;Thabanaswana Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;030;Tswatago Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;028;Makantane Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;030;Tisane Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;029;Khudutseke Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;029;Malope Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;026;Kgaruthuthu Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;030;Motsatsi Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;031;Katang Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;024;Lobethal Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;026;Raile (Tent);
Limpopo;LP78: Masemola;Makhuduthamaga;024;Phaahla Tribal Hall;
Limpopo;LP78: Masemola;Makhuduthamaga;026;Bopedi Bapedi High School;
Limpopo;LP78: Masemola;Makhuduthamaga;026;Marishane Tribal Hall;
Limpopo;LP78: Masemola;Makhuduthamaga;031;Mafoko Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;024;Mpodi Pre-School;
Limpopo;LP78: Masemola;Makhuduthamaga;025;Marei Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;028;Mannyete Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;028;Diphale High School;
Limpopo;LP78: Masemola;Makhuduthamaga;029;Thabanapitsi Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;031;Mampana Tribal Hall;
Limpopo;LP78: Masemola;Makhuduthamaga;029;Mahlolwaneng Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;027;Lewalemolomo High School;
Limpopo;LP78: Masemola;Makhuduthamaga;029;Shushu Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;025;Nkgonyeletse High School;
Limpopo;LP78: Masemola;Makhuduthamaga;025;Mohwelere Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;031;Mogaletlwa Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;026;Teme Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;031;Modishane Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;026;Lehlagare Marishaneprimary School;
Limpopo;LP78: Masemola;Makhuduthamaga;031;Thingwa Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;025;Mamorithing Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;030;Baithudimohlahledi  Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;031;Hopefield Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;024;Tholong Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;025;Lediitje Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;024;Thabadiphiri Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;020;Tisane Tribal Hall;
Limpopo;LP78: Masemola;Makhuduthamaga;028;Sekale Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;021;Motlokwe Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;025;Phuthikwena  Junior Sec School;
Limpopo;LP78: Masemola;Makhuduthamaga;025;Nala Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;030;Mangolwane Secondary School;
Limpopo;LP78: Masemola;Makhuduthamaga;028;Mogaile Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;028;Matlebjane Secondary School;
Limpopo;LP78: Masemola;Makhuduthamaga;024;Serokoloana Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;024;Bohwelabatho Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;025;Mashabela Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;025;Mogobelala Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;024;Mmaphadime Secondary School;
Limpopo;LP78: Masemola;Makhuduthamaga;031;Thutlwamakwa Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;028;Machelane Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;030;Mamakgatlape Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;026;Ranong Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;021;Mamone Rome Church;
Limpopo;LP78: Masemola;Makhuduthamaga;023;Dinotji Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;023;Marota Marulaneng Traditional Community Hall;
Limpopo;LP78: Masemola;Makhuduthamaga;023;Mathibeng Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;023;Maila  School;
Limpopo;LP78: Masemola;Makhuduthamaga;020;Mamone Tribal Hall;
Limpopo;LP78: Masemola;Makhuduthamaga;020;Church Of Jesus Christ;
Limpopo;LP78: Masemola;Makhuduthamaga;023;Maphale Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;023;Maseleseleng Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;020;Sebodu Creche;
Limpopo;LP78: Masemola;Makhuduthamaga;021;Malekutu High School;
Limpopo;LP78: Masemola;Makhuduthamaga;021;Makubarate Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;021;Manyaka Sports Ground (Tent);
Limpopo;LP78: Masemola;Makhuduthamaga;020;Sekwati Primary School;
Limpopo;LP78: Masemola;Makhuduthamaga;023;Phethedi Pre-School (Tent);
Limpopo;LP78: Masemola;Makhuduthamaga;020;Matobole Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;004;Lekhureng Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;004;Modianyana Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;008;Mapola Pre-School;
Limpopo;LP81: Mokopane;Mogalakwena;008;Diretsaneng Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;008;Nelly Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;008;Mahloma Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;005;Mokgopa Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;009;Malapile Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;008;Galakwinstroom Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;005;Nongthokwa Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;005;Lechabangwa Pre-School;
Limpopo;LP81: Mokopane;Mogalakwena;010;Kgopedi Primary School Taolome;
Limpopo;LP81: Mokopane;Mogalakwena;009;Ramohlatswane Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;008;Monene Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;009;Bokwidi Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;010;Serema High School;
Limpopo;LP81: Mokopane;Mogalakwena;009;Sekanekamoyi Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;009;Nkontlha Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;010;Leubaneng Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;007;Kgakgala Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;007;Mapitikama Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;007;Raoweshe Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;015;Seshwahla Secondary School;
Limpopo;LP81: Mokopane;Mogalakwena;015;Mangwedi Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;007;Lesodi Mmotlana Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;015;Abiot Kolobe Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;009;Suswe Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;009;Ramokgakgele Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;015;Given Mangolo Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;010;Selwaboshigo School;
Limpopo;LP81: Mokopane;Mogalakwena;010;Masipa Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;010;Malokong Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;011;Nkgakgautha School Malokongkop;
Limpopo;LP81: Mokopane;Mogalakwena;011;Rooiwal Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;011;Ditlotswane Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;015;Mphaka Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;010;Rabasotho Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;011;Tallaseng Community Hall;
Limpopo;LP81: Mokopane;Mogalakwena;011;Bakenberg High School;
Limpopo;LP81: Mokopane;Mogalakwena;013;Godwin Masebe Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;011;Sarah -Langa Pre-School;
Limpopo;LP81: Mokopane;Mogalakwena;013;Maleya High School;
Limpopo;LP81: Mokopane;Mogalakwena;013;Khutsang Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;013;Tlakana Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;014;Mabuela Ramorulane Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;009;Nkgoru Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;014;Mamagola Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;014;Mosoge Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;014;Mmopa Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;014;Mapela Junior Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;014;Mantutule Senior Secondary School;
Limpopo;LP81: Mokopane;Mogalakwena;014;Mapuso Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;013;Luxemburg -Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;004;Clermont Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;005;Vlakfontein Restaurant (Tent);
Limpopo;LP81: Mokopane;Mogalakwena;005;Nkekehlalwa Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;008;Bathokwa High School;
Limpopo;LP81: Mokopane;Mogalakwena;013;Limburg Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;014;Mmatedu Secondary School;
Limpopo;LP81: Mokopane;Mogalakwena;015;Elizabeth Kekae Pre-Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;010;Kgomo Shia Kwena Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;011;Bakenberg Pensioners Association;
Limpopo;LP81: Mokopane;Mogalakwena;013;Mohlohlo Soccer Ground (Tent);
Limpopo;LP81: Mokopane;Mogalakwena;009;Alliance Church;
Limpopo;LP81: Mokopane;Mogalakwena;009;George Masebe Hospital Tent;
Limpopo;LP81: Mokopane;Mogalakwena;010;Lephadimisha Secondary School;
Limpopo;LP81: Mokopane;Mogalakwena;007;Kgaubotlhale Secondary School;
Limpopo;LP81: Mokopane;Mogalakwena;011;Matsogella Secondary School;
Limpopo;LP81: Mokopane;Mogalakwena;007;Marken Primary -School;
Limpopo;LP81: Mokopane;Mogalakwena;001;Mabopa-Abo-Mpuwa School;
Limpopo;LP81: Mokopane;Mogalakwena;001;Batlokwa Tribal;
Limpopo;LP81: Mokopane;Mogalakwena;002;Modisha Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;002;Makobe Tribal Hall;
Limpopo;LP81: Mokopane;Mogalakwena;002;Mathekga Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;004;Ramela Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;004;Kgakgathu High School;
Limpopo;LP81: Mokopane;Mogalakwena;001;Mashao Mabusha  Primary;
Limpopo;LP81: Mokopane;Mogalakwena;002;Raleledu Secondary School;
Limpopo;LP81: Mokopane;Mogalakwena;002;Ratinkie Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;003;Sephuthi High School;
Limpopo;LP81: Mokopane;Mogalakwena;006;Mushi Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;006;Mphari Secondary School;
Limpopo;LP81: Mokopane;Mogalakwena;006;Matlou Memorial School;
Limpopo;LP81: Mokopane;Mogalakwena;006;Nkidikitlana -Traditional Council;
Limpopo;LP81: Mokopane;Mogalakwena;006;Ngwanakwadi Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;005;Segole Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;005;Grasvlei Community Hall;
Limpopo;LP81: Mokopane;Mogalakwena;005;Tiberius Community Hall;
Limpopo;LP81: Mokopane;Mogalakwena;003;Rebone Community Hall;
Limpopo;LP81: Mokopane;Mogalakwena;002;Magoba Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;005;Jordan Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;005;Sehojane Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;004;Ham No 1 Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;007;Ralehumane Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;006;Serupa Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;003;Mahlora Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;005;Sepobe Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;001;Moroba Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;001;Paledi High School;
Limpopo;LP81: Mokopane;Mogalakwena;001;Ditlou Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;001;Galakwinstroom Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;001;Ramashilo Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;001;Thlako Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;001;Nkobo High School;
Limpopo;LP81: Mokopane;Mogalakwena;007;Ntebeleleng Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;008;Tselapedi Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;006;K K Monare Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;003;Mpedi High School;
Limpopo;LP81: Mokopane;Mogalakwena;004;Mashosho -Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;001;Lennes Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;003;Kgobuki Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;005;Kgokolo Primary School;
Limpopo;LP81: Mokopane;Mogalakwena;008;Moshuka  Kgorong  (Tent);
Limpopo;LP81: Mokopane;Mogalakwena;007;Touchstone- Pre-Paratory School;
Limpopo;LP81: Mokopane;Mogalakwena;007;Moepel Farm School;
Limpopo;LP81: Mokopane;Mogalakwena;007;Rhenostersfontein School;
Limpopo;LP81: Mokopane;Mogalakwena;004;Kgotsoro Primary School;
Limpopo;LP82: Bakenburg;Mogalakwena;022;Legaganeng School;
Limpopo;LP82: Bakenburg;Mogalakwena;022;Jakamene Primary School;
Limpopo;LP82: Bakenburg;Mogalakwena;030;Mageme Primary School;
Limpopo;LP82: Bakenburg;Mogalakwena;030;Nkakabidi Secondary School;
Limpopo;LP82: Bakenburg;Mogalakwena;032;Mayors Parlour;
Limpopo;LP82: Bakenburg;Mogalakwena;031;Potgietersrus Laerskool;
Limpopo;LP82: Bakenburg;Mogalakwena;032;Potgietersrus Primary School;
Limpopo;LP82: Bakenburg;Mogalakwena;022;Kgabetli Primary School;
Limpopo;LP82: Bakenburg;Mogalakwena;022;Ramogabudi Secondary School;
Limpopo;LP82: Bakenburg;Mogalakwena;030;Madiphatlo-Kgomo Primary School;
Limpopo;LP82: Bakenburg;Mogalakwena;031;Piet Potgieter Hoerskool;
Limpopo;LP82: Bakenburg;Mogalakwena;031;Open Space Ext 14 (Tent);
Limpopo;LP82: Bakenburg;Mogalakwena;032;Wrestling Club;
Limpopo;LP82: Bakenburg;Mogalakwena;031;Waterberg High School;
Limpopo;LP82: Bakenburg;Mogalakwena;021;Chumane Primary School;
Limpopo;LP82: Bakenburg;Mogalakwena;016;Weenen Combined School;
Limpopo;LP82: Bakenburg;Mogalakwena;016;Marcus Masibe - 05849 Primary School;
Limpopo;LP82: Bakenburg;Mogalakwena;017;Sebiloane Primary School;
Limpopo;LP82: Bakenburg;Mogalakwena;016;Sterkrivier Hoerskool;
Limpopo;LP82: Bakenburg;Mogalakwena;020;Nkgodi Siphingo Primary School;
Limpopo;LP82: Bakenburg;Mogalakwena;016;Tinemyn Police Station;
Limpopo;LP82: Bakenburg;Mogalakwena;019;Mosesetjane Community Hall;
Limpopo;LP82: Bakenburg;Mogalakwena;018;Podile Primary School;
Limpopo;LP82: Bakenburg;Mogalakwena;018;Machikiri Primary School;
Limpopo;LP82: Bakenburg;Mogalakwena;019;Madikotiputsoa Primary School;
Limpopo;LP82: Bakenburg;Mogalakwena;019;Kgwahlele Primary School;
Limpopo;LP82: Bakenburg;Mogalakwena;017;Hans Masibe Primary School;
Limpopo;LP82: Bakenburg;Mogalakwena;018;Jacob Puka Primary- School;
Limpopo;LP82: Bakenburg;Mogalakwena;020;Moshibudi Primary School;
Limpopo;LP82: Bakenburg;Mogalakwena;017;Johannes Masibe Primary School;
Limpopo;LP82: Bakenburg;Mogalakwena;016;Maribashoek 49 Tent;
Limpopo;LP82: Bakenburg;Mogalakwena;021;Makgubuketja Primary School;
Limpopo;LP82: Bakenburg;Mogalakwena;019;Thabana General Dealer;
Limpopo;LP82: Bakenburg;Mogalakwena;018;Langalibalele High School;
Limpopo;LP82: Bakenburg;Mogalakwena;017;Nkokone Tribal Hall;
Limpopo;LP82: Bakenburg;Mogalakwena;019;Sepedi Primary School;
Limpopo;LP82: Bakenburg;Mogalakwena;016;Eiland Primary School;
Limpopo;LP82: Bakenburg;Mogalakwena;018;Jan Malebana Primary- School;
Limpopo;LP82: Bakenburg;Mogalakwena;016;KgoshiS Residence(Tent);
Limpopo;LP82: Bakenburg;Mogalakwena;016;Matlhaba Primary School;
Limpopo;LP82: Bakenburg;Mogalakwena;017;Bathuseng OVC Centre;
Limpopo;LP82: Bakenburg;Mogalakwena;017;Lutheran Church;
Limpopo;LP82: Bakenburg;Mogalakwena;019;Matsibe High School;
Limpopo;LP82: Bakenburg;Mogalakwena;020;Somavhugha Secondary School;
Limpopo;LP82: Bakenburg;Mogalakwena;020;Ngoasheng Shop (Tent);
Limpopo;LP82: Bakenburg;Mogalakwena;020;Ben Hlongwane Secondary School;
Limpopo;LP82: Bakenburg;Mogalakwena;020;Mmolawa Secondary School;
Limpopo;LP82: Bakenburg;Mogalakwena;017;Madilwe Secondary School;
Limpopo;LP82: Bakenburg;Mogalakwena;018;Ikamogeleng Community Centre;
Limpopo;LP82: Bakenburg;Mogalakwena;019;Bethel International Christian Church;
Limpopo;LP82: Bakenburg;Mogalakwena;020;Molohla Creche;
Limpopo;LP82: Bakenburg;Mogalakwena;021;Dumazi Primary School;
Limpopo;LP82: Bakenburg;Mogalakwena;021;Mosesane Baloyi Primary School;
Limpopo;LP82: Bakenburg;Mogalakwena;016;KenS Trust (Tent);
Limpopo;LP82: Bakenburg;Mogalakwena;020;Lindela Creche;
Limpopo;LP82: Bakenburg;Mogalakwena;016;Drummond Lea Shop;
Limpopo;LP82: Bakenburg;Mogalakwena;016;Kaalleegte Primary School;
Limpopo;LP83: Mapela;Mogalakwena;028;Unit B (Tent);
Limpopo;LP83: Mapela;Mogalakwena;012;ND -Mokonyane;
Limpopo;LP83: Mapela;Mogalakwena;024;Ntata Secondary School;
Limpopo;LP83: Mapela;Mogalakwena;027;Ebenezer High School;
Limpopo;LP83: Mapela;Mogalakwena;028;Kgatelopele Primary School;
Limpopo;LP83: Mapela;Mogalakwena;026;Raphela Primary School;
Limpopo;LP83: Mapela;Mogalakwena;025;Kgati Ya Moshate Secondary;
Limpopo;LP83: Mapela;Mogalakwena;029;Kgamanyana -Primary School;
Limpopo;LP83: Mapela;Mogalakwena;012;Tswelapele Creche;
Limpopo;LP83: Mapela;Mogalakwena;012;Chris Hani Primary School;
Limpopo;LP83: Mapela;Mogalakwena;027;Segooakgala Primary School;
Limpopo;LP83: Mapela;Mogalakwena;026;Mountainview Soccer Grounds (Tent);
Limpopo;LP83: Mapela;Mogalakwena;025;Uniting Reformed Church;
Limpopo;LP83: Mapela;Mogalakwena;023;Mamangina Primary School;
Limpopo;LP83: Mapela;Mogalakwena;024;Kgaba High School;
Limpopo;LP83: Mapela;Mogalakwena;025;Masehlaneng Soccer Ground (Tent);
Limpopo;LP83: Mapela;Mogalakwena;024;Kgatabela Primary School;
Limpopo;LP83: Mapela;Mogalakwena;025;Tlhakodisho Care Centre;
Limpopo;LP83: Mapela;Mogalakwena;025;Moshate Tribal Office;
Limpopo;LP83: Mapela;Mogalakwena;029;Gwenane Secondary School;
Limpopo;LP83: Mapela;Mogalakwena;029;Mokopane South Primary School;
Limpopo;LP83: Mapela;Mogalakwena;023;Maruda Christian School & Day Care Centre;
Limpopo;LP83: Mapela;Mogalakwena;023;Masodi Baptist Church;
Limpopo;LP83: Mapela;Mogalakwena;024;Leshoba Primary School;
Limpopo;LP83: Mapela;Mogalakwena;024;Thobela Centre For Mentally Handicapped;
Limpopo;LP83: Mapela;Mogalakwena;025;Bambanani Old Age Centre;
Limpopo;LP83: Mapela;Mogalakwena;025;Thusong General Dealer (Tent);
Limpopo;LP83: Mapela;Mogalakwena;027;Tvs Zone B Tent;
Limpopo;LP83: Mapela;Mogalakwena;026;Nomalema Lower Primary School;
Limpopo;LP83: Mapela;Mogalakwena;026;Church Of Nazarene;
Limpopo;LP83: Mapela;Mogalakwena;026;Mshongo Soccer Grounds (Tent);
Limpopo;LP83: Mapela;Mogalakwena;027;Edl Rampola Secondary School;
Limpopo;LP83: Mapela;Mogalakwena;028;Hospitalview (Tent);
Limpopo;LP83: Mapela;Mogalakwena;029;Mogalakwena Football For Hope;
Limpopo;LP83: Mapela;Mogalakwena;025;Tent - Parkmore;
Limpopo;LP83: Mapela;Mogalakwena;023;Lekwa Secondary School;
Limpopo;LP83: Mapela;Mogalakwena;023;Kgopedinota Primary School;
Limpopo;LP83: Mapela;Mogalakwena;023;Masodi New Stands (Tent);
Limpopo;LP83: Mapela;Mogalakwena;023;Mzobana  (Tent);
Limpopo;LP84: Sekgosese;Molemole;001;Boerlands 444 Laerskool;
Limpopo;LP84: Sekgosese;Molemole;008;Letheba High School;
Limpopo;LP84: Sekgosese;Molemole;008;Sekakene Community Hall;
Limpopo;LP84: Sekgosese;Molemole;005;Makgato Tribal Council;
Limpopo;LP84: Sekgosese;Molemole;005;Sokaleholo Primary School;
Limpopo;LP84: Sekgosese;Molemole;005;Mamotshana Primary School;
Limpopo;LP84: Sekgosese;Molemole;006;Kgwadu Primary School;
Limpopo;LP84: Sekgosese;Molemole;006;Khunwana Primary School;
Limpopo;LP84: Sekgosese;Molemole;006;Mosima School;
Limpopo;LP84: Sekgosese;Molemole;006;Rampo High School;
Limpopo;LP84: Sekgosese;Molemole;008;Botlokwa School;
Limpopo;LP84: Sekgosese;Molemole;008;Shapo Primary School;
Limpopo;LP84: Sekgosese;Molemole;009;Puledi Higher Primary School;
Limpopo;LP84: Sekgosese;Molemole;009;Machaka Tribal Office;
Limpopo;LP84: Sekgosese;Molemole;009;Moteku School;
Limpopo;LP84: Sekgosese;Molemole;007;Tidima High School;
Limpopo;LP84: Sekgosese;Molemole;007;Mautswi Community School;
Limpopo;LP84: Sekgosese;Molemole;007;Mabeba Primary School;
Limpopo;LP84: Sekgosese;Molemole;002;Masedi School;
Limpopo;LP84: Sekgosese;Molemole;003;Ramokgopa Traditional Authority;
Limpopo;LP84: Sekgosese;Molemole;003;Mantekedi School;
Limpopo;LP84: Sekgosese;Molemole;004;Sephala Primary School;
Limpopo;LP84: Sekgosese;Molemole;003;Mokomene School;
Limpopo;LP84: Sekgosese;Molemole;004;Ramotlhale Primary School;
Limpopo;LP84: Sekgosese;Molemole;004;Mapaledi School;
Limpopo;LP84: Sekgosese;Molemole;004;Boduma Primary School;
Limpopo;LP84: Sekgosese;Molemole;002;Seale Secondary School;
Limpopo;LP84: Sekgosese;Molemole;002;Maswahlene  Primary  School;
Limpopo;LP84: Sekgosese;Molemole;002;Tabudi High School;
Limpopo;LP84: Sekgosese;Molemole;001;Bosbuilt Hall;
Limpopo;LP84: Sekgosese;Molemole;001;Soekmekaar Town Hall;
Limpopo;LP84: Sekgosese;Molemole;003;Mokororwane Pre-School;
Limpopo;LP84: Sekgosese;Molemole;006;Maphoroko Community Hall;
Limpopo;LP84: Sekgosese;Molemole;007;Sefene Creche;
Limpopo;LP84: Sekgosese;Molemole;001;Itshomeleng Primary School;
Limpopo;LP84: Sekgosese;Molemole;001;Capricorn Park Clinic;
Limpopo;LP84: Sekgosese;Molemole;009;Itumeleng Creche;
Limpopo;LP84: Sekgosese;Molemole;005;Motlalaohle Secondary School;
Limpopo;LP84: Sekgosese;Molemole;001;Deelkraal Primary School;
Limpopo;LP84: Sekgosese;Molemole;003;Mashaa High School;
Limpopo;LP84: Sekgosese;Molemole;001;Ratsaka;
Limpopo;LP85: Dendron;Molemole;014;Monyesebodu Primary School;
Limpopo;LP85: Dendron;Molemole;014;Phahamang Secondary School;
Limpopo;LP85: Dendron;Molemole;014;Matomeamosima Primary School;
Limpopo;LP85: Dendron;Molemole;010;Dendron Laerskool;
Limpopo;LP85: Dendron;Molemole;010;Makgalong Luthern Church;
Limpopo;LP85: Dendron;Molemole;014;Phala High School;
Limpopo;LP85: Dendron;Molemole;011;Kgotlwana Primary School;
Limpopo;LP85: Dendron;Molemole;012;Nthlodumela Primary School;
Limpopo;LP85: Dendron;Molemole;013;Rapoho Primary School;
Limpopo;LP85: Dendron;Molemole;012;George Tladi Technical School;
Limpopo;LP85: Dendron;Molemole;011;Mohodi Tribal Office;
Limpopo;LP85: Dendron;Molemole;013;Monyemathula Higher Primary School;
Limpopo;LP85: Dendron;Molemole;014;Phuthi Primary School;
Limpopo;LP85: Dendron;Molemole;014;Brussels Ngoako School;
Limpopo;LP85: Dendron;Molemole;014;Madikana Primary School;
Limpopo;LP85: Dendron;Molemole;014;Radibolotje Primary School;
Limpopo;LP85: Dendron;Molemole;011;Maseko Driving School;
Limpopo;LP85: Dendron;Molemole;012;Maponto Meat Market;
Limpopo;LP85: Dendron;Molemole;014;Raselaelo Primary School;
Limpopo;LP85: Dendron;Molemole;013;Mamolele School;
Limpopo;LP85: Dendron;Molemole;011;Makera Creche;
Limpopo;LP85: Dendron;Molemole;011;Malatja Creche;
